GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,cusip,conm,acctchgq,acctstdq,adrrq,ajexq,ajpq,bsprq,compstq,curcdq,curncdq,currtrq,curuscnq,datacqtr,datafqtr,finalq,ogmq,rp,scfq,srcq,staltq,updq,apdedateq,fdateq,pdateq,rdq,acchgq,acomincq,acoq,actq,altoq,ancq,anoq,aociderglq,aociotherq,aocipenq,aocisecglq,aol2q,aoq,apq,aqaq,aqdq,aqepsq,aqpl1q,aqpq,arcedq,arceepsq,arceq,atq,aul3q,billexceq,capr1q,capr2q,capr3q,capsftq,capsq,ceiexbillq,ceqq,cheq,chq,cibegniq,cicurrq,ciderglq,cimiiq,ciotherq,cipenq,ciq,cisecglq,citotalq,cogsq,csh12q,cshfd12,cshfdq,cshiq,cshopq,cshoq,cshprq,cstkcvq,cstkeq,cstkq,dcomq,dd1q,deracq,deraltq,derhedglq,derlcq,derlltq,diladq,dilavq,dlcq,dlttq,doq,dpacreq,dpactq,dpq,dpretq,drcq,drltq,dteaq,dtedq,dteepsq,dtepq,dvintfq,dvpq,epsf12,epsfi12,epsfiq,epsfxq,epspi12,epspiq,epspxq,epsx12,esopctq,esopnrq,esoprq,esoptq,esubq,fcaq,ffoq,finacoq,finaoq,finchq,findlcq,findltq,finivstq,finlcoq,finltoq,finnpq,finreccq,finrecltq,finrevq,finxintq,finxoprq,gdwlamq,gdwlia12,gdwliaq,gdwlid12,gdwlidq,gdwlieps12,gdwliepsq,gdwlipq,gdwlq,glaq,glcea12,glceaq,glced12,glcedq,glceeps12,glceepsq,glcepq,gldq,glepsq,glivq,glpq,hedgeglq,ibadj12,ibadjq,ibcomq,ibmiiq,ibq,icaptq,intaccq,intanoq,intanq,invfgq,invoq,invrmq,invtq,invwipq,ivaeqq,ivaoq,ivltq,ivstq,lcoq,lctq,lltq,lnoq,lol2q,loq,loxdrq,lqpl1q,lseq,ltmibq,ltq,lul3q,mibnq,mibq,mibtq,miiq,msaq,ncoq,niitq,nimq,niq,nopiq,npatq,npq,nrtxtdq,nrtxtepsq,nrtxtq,obkq,oepf12,oeps12,oepsxq,oiadpq,oibdpq,opepsq,optdrq,optfvgrq,optlifeq,optrfrq,optvolq,piq,pllq,pnc12,pncd12,pncdq,pnceps12,pncepsq,pnciapq,pnciaq,pncidpq,pncidq,pnciepspq,pnciepsq,pncippq,pncipq,pncpd12,pncpdq,pncpeps12,pncpepsq,pncpq,pncq,pncwiapq,pncwiaq,pncwidpq,pncwidq,pncwiepq,pncwiepsq,pncwippq,pncwipq,pnrshoq,ppegtq,ppentq,prcaq,prcd12,prcdq,prce12,prceps12,prcepsq,prcpd12,prcpdq,prcpeps12,prcpepsq,prcpq,prcraq,prshoq,pstknq,pstkq,pstkrq,rcaq,rcdq,rcepsq,rcpq,rdipaq,rdipdq,rdipepsq,rdipq,recdq,rectaq,rectoq,rectq,rectrq,recubq,req,retq,reunaq,revtq,rllq,rra12,rraq,rrd12,rrdq,rreps12,rrepsq,rrpq,rstcheltq,rstcheq,saleq,seqoq,seqq,seta12,setaq,setd12,setdq,seteps12,setepsq,setpq,spce12,spced12,spcedpq,spcedq,spceeps12,spceepsp12,spceepspq,spceepsq,spcep12,spcepd12,spcepq,spceq,spidq,spiepsq,spioaq,spiopq,spiq,sretq,stkcoq,stkcpaq,teqq,tfvaq,tfvceq,tfvlq,tieq,tiiq,tstknq,tstkq,txdbaq,txdbcaq,txdbclq,txdbq,txdiq,txditcq,txpq,txtq,txwq,uacoq,uaoq,uaptq,ucapsq,ucconsq,uceqq,uddq,udmbq,udoltq,udpcoq,udvpq,ugiq,uinvq,ulcoq,uniamiq,unopincq,uopiq,updvpq,upmcstkq,upmpfq,upmpfsq,upmsubpq,upstkcq,upstkq,urectq,uspiq,usubdvpq,usubpcvq,utemq,wcapq,wdaq,wddq,wdepsq,wdpq,xaccq,xidoq,xintq,xiq,xoprq,xopt12,xoptd12,xoptd12p,xoptdq,xoptdqp,xopteps12,xoptepsp12,xoptepsq,xoptepsqp,xoptq,xoptqp,xrdq,xsgaq,acchgy,afudccy,afudciy,amcy,aolochy,apalchy,aqay,aqcy,aqdy,aqepsy,aqpy,arcedy,arceepsy,arcey,capxy,cdvcy,chechy,cibegniy,cicurry,cidergly,cimiiy,ciothery,cipeny,cisecgly,citotaly,ciy,cogsy,cshfdy,cshpry,cstkey,depcy,derhedgly,dilady,dilavy,dlcchy,dltisy,dltry,doy,dpcy,dprety,dpy,dteay,dtedy,dteepsy,dtepy,dvpy,dvy,epsfiy,epsfxy,epspiy,epspxy,esubcy,esuby,exrey,fcay,ffoy,fiaoy,fincfy,finrevy,finxinty,finxopry,fopoxy,fopoy,fopty,fsrcoy,fsrcty,fuseoy,fusety,gdwlamy,gdwliay,gdwlidy,gdwliepsy,gdwlipy,glay,glceay,glcedy,glceepsy,glcepy,gldy,glepsy,glivy,glpy,hedgegly,ibadjy,ibcomy,ibcy,ibmiiy,iby,intpny,invchy,itccy,ivacoy,ivchy,ivncfy,ivstchy,miiy,ncoy,niity,nimy,niy,nopiy,nrtxtdy,nrtxtepsy,nrtxty,oancfy,oepsxy,oiadpy,oibdpy,opepsy,optdry,optfvgry,optlifey,optrfry,optvoly,pdvcy,piy,plly,pncdy,pncepsy,pnciapy,pnciay,pncidpy,pncidy,pnciepspy,pnciepsy,pncippy,pncipy,pncpdy,pncpepsy,pncpy,pncwiapy,pncwiay,pncwidpy,pncwidy,pncwiepsy,pncwiepy,pncwippy,pncwipy,pncy,prcay,prcdy,prcepsy,prcpdy,prcpepsy,prcpy,prstkccy,prstkcy,prstkpcy,rcay,rcdy,rcepsy,rcpy,rdipay,rdipdy,rdipepsy,rdipy,recchy,revty,rray,rrdy,rrepsy,rrpy,saley,scstkcy,setay,setdy,setepsy,setpy,sivy,spcedpy,spcedy,spceepspy,spceepsy,spcepy,spcey,spidy,spiepsy,spioay,spiopy,spiy,sppey,sppivy,spstkcy,srety,sstky,stkcoy,stkcpay,tdcy,tfvcey,tiey,tiiy,tsafcy,txachy,txbcofy,txbcoy,txdcy,txdiy,txpdy,txty,txwy,uaolochy,udfccy,udvpy,ufretsdy,ugiy,uniamiy,unopincy,unwccy,uoisy,updvpy,uptacy,uspiy,ustdncy,usubdvpy,utfdocy,utfoscy,utmey,uwkcapcy,wcapchy,wcapcy,wday,wddy,wdepsy,wdpy,xidocy,xidoy,xinty,xiy,xopry,xoptdqpy,xoptdy,xoptepsqpy,xoptepsy,xoptqpy,xopty,xrdy,xsgay,exchg,cik,costat,fic,cshtrq,dvpspq,dvpsxq,mkvaltq,prccq,prchq,prclq,adjex,add1,add2,add3,add4,addzip,busdesc,city,conml,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
001690,P,01,LU,14593,7,1980/12/12,E,1980/12/31,1981,1,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1980Q4,1981Q1,Y,,Q,,3,,3,,,,,,,0.497,145.72,,16.402,,,,,,,7.174,15.625,,,,,,,,,162.122,,,,,,,0,,131.005,74.688,,,,,,,,,,,36.868,49.868,,,,,54.622,52.77,,0,109.942,,,,,,,,,,,0.8,0,,1.918,1.149,,,,,,,,,0,,,0.14,0.14,,0.14,0.14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.421,7.421,,7.421,131.805,,,,,,,38.051,,,,,,,28.866,2.251,,,0,,,162.122,31.117,31.117,,,0,0,0,,,,,7.421,0.314,,,,,,,,,,14.914,16.063,,,,,,,14.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.146,9.228,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,32.484,,,21.063,,,67.621,,,,,,,,,,,67.621,,131.005,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,1.451,4.339,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.854,,,,,,0,0.387,0,51.558,,,,,,,,,,,,,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,36.868,,52.77,0,,,,,,,,0,,,1.149,,,,,0,,0.14,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.421,7.421,,,7.421,,,,,,,,0,,,,7.421,0.314,,,,,,14.914,16.063,,,,,,,,14.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.621,,,,,67.621,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.387,0,51.558,,,,,,,,14.69,14,0000320193,A,USA,6003797,0,0,,34.125,36,22,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
001690,P,01,LU,14593,7,1980/12/12,E,1981/3/31,1981,2,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1981Q1,1981Q2,Y,,Q,,3,,3,,,,,,,1.989,173.152,,17.587,,,,,,,7.299,24.918,,,,,,,,,190.739,,,,,,,0,,147.046,75.886,,,,,,,,,,,43.057,52.241,,,,,55.237,57.331,,0,116.8,,,,,,,,,,,1.179,0,,2.808,1.543,,,,,,,,,0,,,0.16,0.16,,0.16,0.16,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.175,9.175,,9.175,148.225,,,,,,,52.852,,,,,,,39.428,4.265,,,0,,,190.739,43.693,43.693,,,0,0,0,,,,,9.175,3.864,,,,,,,,,,14.847,16.39,,,,,,,18.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.096,10.288,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,42.425,,,30.246,,,78.765,,,,,,,,,,,78.765,,147.046,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,3.086,0,9.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.724,,,,,,0,0.35,0,62.375,,,,,,,,,,,,,19.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.051,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0000320193,A,USA,7282696,0,0,,24.5,34.5,21.625,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
001690,P,01,LU,14593,7,1980/12/12,E,1981/6/30,1981,3,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1981Q2,1981Q3,Y,,Q,,3,,3,,,,1981/7/22,,,0.504,201.262,,21.085,,,,,,,5.292,29.387,,,,,,,,,222.347,,,,,,,0,,164.079,77.638,,,,,,,,,,,45.223,54.315,,,,,55.136,57.24,,0,121.501,,,,,,,,,,1.113,1.39,0,,4.825,1.864,,,,,,,,,0,,,0.21,0.21,,0.21,0.21,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.858,11.858,,11.858,165.469,,,,,,,78.108,,,,,,19.146,49.914,8.354,,,0,,,222.347,58.268,58.268,,,0,0,0,,,,,11.858,3.623,,,,,,,,,,20.218,22.082,,,,,,,23.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.618,15.793,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,45.012,,,42.578,,,90.719,,,,,,,,,,,90.719,,164.079,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,6.964,0.268,11.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.348,,,,,,0,0.135,0,68.637,,,,,,,,,,,,,23.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.78,,,,,,,,,,,,,,,,,,,0.51,0.51,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0000320193,A,USA,9276391,0,0,,26,33.125,24.25,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
001690,P,01,LU,14593,7,1980/12/12,E,1981/9/30,1981,4,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1981Q3,1981Q4,Y,,Q,,53,,3,,,,1981/10/20,,,8.067,227.104,,27.734,,,,,,,5.363,37.358,,,,,,,,,254.838,,,,,,,0,,177.387,72.834,,,,,,,,,,,46.623,56.161,,,,,55.309,57.304,,0,123.317,,,,,,,,,,0.931,1.909,0,,8.453,4.034,,,,,,,,,0,,,0.19,0.19,,0.19,0.19,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.966,10.966,,10.966,179.296,,,,,,,103.873,,,,,,23.37,70.28,7.171,,,0,,,254.838,77.451,77.451,,,0,0,0,,,,,10.966,3.899,,,,,,,,,,16.164,20.198,,,,,,,19.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.824,22.371,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,42.33,,,54.07,,,97.678,,,,,,,,,,,97.678,,177.387,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,6.1,5.262,8.621,8.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.824,,,,,,0,0.428,0,77.48,,,,,,,,,,,,,30.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.161,,,,,,,,,,,,,,,,,,,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0000320193,A,USA,8748799,0,0,,15.25,26.125,14.25,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
001690,P,01,LU,14593,7,1980/12/12,E,1981/12/31,1982,1,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1981Q4,1982Q1,Y,,Q,,53,,3,,,,1982/1/22,,,6.99,249.16,,36.026,,,,,,,8.16,20.128,,,,,,,,,285.186,,,,,,,0,,192.292,76.157,,,,,,,,,,,64.089,57.323,,,,,55.421,57.415,,0,124.568,,,,,,,,,,,1.688,0,,11.006,3.06,,,,,,,,,0,,,0.24,0.24,,0.24,0.24,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.562,13.562,,13.562,193.98,,,,,,,100.97,,,,,,,83.952,8.942,,,0,,,285.186,92.894,92.894,,,0,0,0,,,,,13.562,2.607,,,,,,,,,,23.225,26.285,,,,,,,25.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.872,27.866,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,65.043,,,67.724,,,133.553,,,,,,,,,,,133.553,,192.292,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,7.254,17.361,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.208,,,,,,0,,0,107.268,,,,,,,,,,,,,43.179,,,,,,,,,,,,,,,,,,,,,,,,,,,64.089,,57.415,0,,,,,,,,0,,,3.06,,,,,0,,0.24,0.24,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.562,13.562,,,13.562,,,,,,,,0,,,,13.562,2.607,,,,,,23.225,26.285,,,,,,,,25.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.553,,,,,133.553,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,107.268,,,,,,,,43.179,14,0000320193,A,USA,11285594,0,0,,22.125,22.875,15.25,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
001690,P,01,LU,14593,7,1980/12/12,E,1982/3/31,1982,2,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1982Q1,1982Q2,Y,,Q,,53,,3,,,,1982/4/15,,,5.812,263.14,,39.249,,,,,,,7.634,33.766,,,,,,,,,302.389,,,,,,,0,,217.289,101.313,,,,,,,,,,,61.809,57.419,,,,,56.488,57.717,,0,135.658,,,,,,,,,,,1.68,0,,14.335,3.894,,,,,,,,,0,,,0.24,0.24,,0.24,0.24,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.817,13.817,,13.817,218.969,,,,,,,97.893,,,,,,,72.3,12.8,,,0,,,302.389,85.1,85.1,,,0,0,0,,,,,13.817,2.905,,,,,,,,,,23.413,27.307,,,,,,,26.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95,31.615,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,58.122,,,81.631,,,131.019,,,,,,,,,,,131.019,,217.289,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,11.12,6.075,12.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.84,,,,,,0,,0,103.712,,,,,,,,,,,,,41.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.566,,,,,,,,,,,,,,,,,,,0.48,0.48,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0000320193,A,USA,11929895,0,0,,16.875,22,14.125,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
001690,P,01,LU,14593,7,1980/12/12,E,1982/6/30,1982,3,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1982Q2,1982Q3,Y,,Q,,53,,3,,,,1982/7/16,,,8.067,283.437,,40.524,,,,,,,7.08,28.355,,,,,,,,,323.961,,,,,,,0,,234.534,122.521,,,,,,,,,,,64.941,57.582,,,,,56.743,57.89,,0,137.684,,,,,,,,,,,2.131,0,,18.729,4.956,,,,,,,,,0,,,0.26,0.26,,0.26,0.26,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.193,15.193,,15.193,236.665,,,,,,,90.115,,,,,,,76.377,13.05,,,0,,,323.961,89.427,89.427,,,0,0,0,,,,,15.193,3.904,,,,,,,,,,25.035,29.991,,,,,,,28.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.173,33.444,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,62.734,,,96.85,,,142.681,,,,,,,,,,,142.681,,234.534,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,10.919,12,13.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.06,,,,,,0,,0,112.69,,,,,,,,,,,,,47.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.674,,,,,,,,,,,,,,,,,,,0.74,0.74,0.74,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0000320193,A,USA,16951492,0,0,,12.75,17.75,12.75,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
001690,P,01,LU,14593,7,1980/12/12,E,1982/9/30,1982,4,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1982Q3,1982Q4,Y,,Q,,53,,3,,,,1982/10/20,,,11.312,317.075,,40.712,,,,,,,6.229,29.31,,,,,,,,,357.787,,,,,,,0,,257.092,153.056,,,,,,,,,,,80.606,57.798,,,,,57.123,58.17,,0,141.07,,,,,,,,,,1.169,2.052,0,,22.811,4.646,,,,,,,,,0,,,0.32,0.32,,0.32,0.32,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.734,18.734,,18.734,259.144,,,,,,,81.229,,,,,,39.97,85.756,14.939,,,0,,,357.787,100.695,100.695,,,0,0,0,,,,,18.734,5.147,,,,,,,,,,30.536,35.182,,,,,,,35.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.294,34.483,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,71.478,,,116.022,,,175.808,,,,,,,,,,,175.808,,257.092,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,3.048,12.887,15.307,16.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.319,,,,,,0,,0,140.626,,,,,,,,,,,,,60.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.798,,,,,,,,,,,,,,,,,,,1.06,1.06,1.06,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0000320193,A,USA,23382891,0,0,,18.25,18.875,10.75,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
001690,P,01,LU,14593,7,1980/12/12,E,1982/12/31,1983,1,9,INDL,C,D,STD,AAPL,037833100,APPLE INC,,,,224,224,,,USD,USD,1,,1982Q4,1983Q1,Y,,Q,,53,,3,,,,1983/1/19,,,13.175,361.065,,47.092,,,,,,,11.343,26.483,,,,,,,,,408.157,,,,,,,0,,289.743,191.865,,,,,,,,,,,93.316,58.202,,,,,57.648,59.03,,0,149.259,,,,,,,,,,,1.803,0,,27.368,5.092,,,,,,,,,0,,,0.4,0.4,,0.4,0.4,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.519,23.519,,23.519,291.546,,,,,,,70.225,,,,,,,94.876,23.538,,,0,,,408.157,118.414,118.414,,,0,0,0,,,,,23.519,5.058,,,,,,,,,,41.058,46.15,,,,,,,46.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.117,35.749,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,85.8,,,140.484,,,214.293,,,,,,,,,,,214.293,,289.743,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,21.735,18.247,22.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.189,,,,,,0,,0,168.143,,,,,,,,,,,,,74.827,,,,,,,,,,,,,,,,,,,,,,,,,,,93.316,,59.03,0,,,,,,,,0,,,5.092,,,,,0,,0.4,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.519,23.519,,,23.519,,,,,,,,0,,,,23.519,5.058,,,,,,41.058,46.15,,,,,,,,46.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.293,,,,,214.293,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,22.597,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,168.143,,,,,,,,74.827,14,0000320193,A,USA,36850094,0,0,,29.875,34.875,18,224,One Apple Park Way,,,,95014,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",Cupertino,Apple Inc,,,94-2404110,,9,4520,452020,45,45202030,B,CA,USA,334220,408 996 1010,,,01,3663,190,940,A+,CA,0,www.apple.com,,1980/12/12
